Date,Open,High,Low,Close,Adj Close,Volume
2011-08-01,38.270000,39.029999,38.029999,38.290001,38.290001,26906700
2011-08-02,39.139999,39.830002,38.720001,39.820000,39.820000,31128400
2011-08-03,40.000000,40.959999,39.900002,40.549999,40.549999,65540000
2011-08-04,41.080002,41.189999,37.110001,37.610001,37.610001,98565800
2011-08-05,38.349998,38.490002,36.549999,37.320000,37.320000,63053600
2011-08-08,38.419998,38.599998,37.500000,37.970001,37.970001,54812200
2011-08-09,37.040001,37.470001,36.040001,36.320000,36.320000,64605400
2011-08-10,37.400002,38.520000,37.169998,38.439999,38.439999,50407200
2011-08-11,37.570000,38.090000,36.939999,37.799999,37.799999,40419900
2011-08-12,37.459999,38.200001,37.299999,38.119999,38.119999,22208100
2011-08-15,38.299999,38.790001,38.180000,38.669998,38.669998,21712500
2011-08-16,38.560001,39.119999,38.500000,39.029999,39.029999,21810700
2011-08-17,39.180000,39.549999,38.799999,39.330002,39.330002,19931100
2011-08-18,39.750000,39.869999,39.320000,39.660000,39.660000,25741000
2011-08-19,41.250000,41.730000,40.360001,41.680000,41.680000,49198900
2011-08-22,42.110001,42.779999,41.910000,42.630001,42.630001,51905300
2011-08-23,41.860001,42.290001,40.410000,40.630001,40.630001,56241400
2011-08-24,40.090000,40.349998,38.049999,38.830002,38.830002,60277700
2011-08-25,38.410000,40.119999,38.060001,40.000000,40.000000,36160900
2011-08-26,39.990002,40.419998,39.080002,40.410000,40.410000,29627300
2011-08-29,39.840000,39.959999,39.250000,39.720001,39.720001,25627000
2011-08-30,40.320000,40.540001,39.700001,40.400002,40.400002,23521000
2011-08-31,40.520000,40.950001,40.049999,40.450001,40.450001,22205700
2011-09-01,40.400002,40.740002,40.000000,40.520000,40.520000,16977300
2011-09-02,41.799999,42.299999,41.549999,42.180000,42.180000,26245800
2011-09-06,41.130001,41.580002,40.459999,41.049999,41.049999,35066800
2011-09-07,39.560001,40.740002,39.209999,40.529999,40.529999,25514600
2011-09-08,41.459999,41.490002,40.950001,41.220001,41.220001,19450600
2011-09-09,40.529999,41.230000,40.020000,40.520000,40.520000,24466000
2011-09-12,39.790001,40.200001,38.650002,39.139999,39.139999,32851400
2011-09-13,39.540001,40.230000,39.299999,39.869999,39.869999,20585500
2011-09-14,39.689999,39.810001,39.189999,39.599998,39.599998,18285300
2011-09-15,39.080002,39.320000,38.299999,38.790001,38.790001,23078700
2011-09-16,38.980000,39.840000,38.959999,39.389999,39.389999,20079300
2011-09-19,39.169998,39.180000,37.939999,38.650002,38.650002,24745100
2011-09-20,38.259998,39.250000,38.160000,38.830002,38.830002,17303600
2011-09-21,39.099998,39.639999,38.340000,38.560001,38.560001,23297700
2011-09-22,36.220001,36.320000,34.509998,34.919998,34.919998,63122700
2011-09-23,31.799999,32.540001,29.049999,29.980000,29.980000,97735200
2011-09-26,27.510000,29.990000,27.410000,29.770000,29.770000,74390200
2011-09-27,32.020000,32.619999,30.570000,31.170000,31.170000,64718700
2011-09-28,30.750000,30.990000,28.700001,28.870001,28.870001,56766500
2011-09-29,29.959999,30.190001,29.030001,29.959999,29.959999,37721400
2011-09-30,29.570000,29.809999,28.870001,28.910000,28.910000,29043000
2011-10-03,29.990000,30.160000,29.389999,29.490000,29.490000,25217400
2011-10-04,29.590000,29.660000,27.900000,29.090000,29.090000,47067400
2011-10-05,28.879999,29.820000,28.469999,29.660000,29.660000,30733100
2011-10-06,30.040001,31.360001,29.860001,31.200001,31.200001,37463100
2011-10-07,31.459999,31.719999,29.879999,30.230000,30.230000,32204400
2011-10-10,31.200001,31.490000,30.930000,31.260000,31.260000,18707600
2011-10-11,30.980000,31.420000,30.840000,31.379999,31.379999,15015300
2011-10-12,31.799999,31.959999,31.350000,31.770000,31.770000,18917900
2011-10-13,31.240000,31.250000,30.610001,30.940001,30.940001,15787800
2011-10-14,31.320000,31.629999,30.889999,31.340000,31.340000,14422500
2011-10-17,31.370001,31.389999,30.629999,31.040001,31.040001,18892700
2011-10-18,30.230000,31.490000,29.719999,31.330000,31.330000,25004800
2011-10-19,30.940001,31.129999,30.080000,30.230000,30.230000,19587100
2011-10-20,29.959999,30.540001,29.139999,29.730000,29.730000,31597000
2011-10-21,30.450001,30.590000,30.129999,30.480000,30.480000,17199800
2011-10-24,30.600000,31.190001,30.559999,30.870001,30.870001,15344400
2011-10-25,30.840000,32.500000,30.520000,32.430000,32.430000,37034500
