Date,Open,High,Low,Close,Adj Close,Volume
2015-08-03,121.500000,122.570000,117.519997,118.440002,109.155342,69976000
2015-08-04,117.419998,117.699997,113.250000,114.639999,105.653229,124138600
2015-08-05,112.949997,117.440002,112.099998,115.400002,106.353653,99312600
2015-08-06,115.970001,116.500000,114.120003,115.129997,106.585083,52903000
2015-08-07,114.580002,116.250000,114.500000,115.519997,106.946136,38670400
2015-08-10,116.529999,119.989998,116.529999,119.720001,110.834412,54951600
2015-08-11,117.809998,118.180000,113.330002,113.489998,105.066818,97082800
2015-08-12,112.529999,115.419998,109.629997,115.239998,106.686913,101217500
2015-08-13,116.040001,116.400002,114.540001,115.150002,106.603600,48535800
2015-08-14,114.320000,116.309998,114.010002,115.959999,107.353477,42929500
2015-08-17,116.040001,117.650002,115.500000,117.160004,108.464417,40884700
2015-08-18,116.430000,117.440002,116.010002,116.500000,107.853416,34560700
2015-08-19,116.099998,116.519997,114.680000,115.010002,106.474007,48286500
2015-08-20,114.080002,114.349998,111.629997,112.650002,104.289146,68501600
2015-08-21,110.430000,111.900002,105.650002,105.760002,97.910515,128275500
2015-08-24,94.870003,108.800003,92.000000,103.120003,95.466469,162206300
2015-08-25,111.110001,111.110001,103.500000,103.739998,96.040459,103601600
2015-08-26,107.089996,109.889999,105.050003,109.690002,101.548851,96774600
2015-08-27,112.230003,113.239998,110.019997,112.919998,104.539131,84616100
2015-08-28,112.169998,113.309998,111.540001,113.290001,104.881653,53164400
2015-08-31,112.029999,114.529999,112.000000,112.760002,104.390999,56229300
2015-09-01,110.150002,111.879997,107.360001,107.720001,99.725060,76845900
2015-09-02,110.230003,112.339996,109.129997,112.339996,104.002151,61888800
2015-09-03,112.489998,112.779999,110.040001,110.370003,102.178383,53233900
2015-09-04,108.970001,110.449997,108.510002,109.269997,101.160019,49996300
2015-09-08,111.750000,112.559998,110.320000,112.309998,103.974388,54843600
2015-09-09,113.760002,114.019997,109.769997,110.150002,101.974693,85010800
2015-09-10,110.269997,113.279999,109.900002,112.570000,104.215080,62892800
2015-09-11,111.790001,114.209999,111.760002,114.209999,105.733368,49915500
2015-09-14,116.580002,116.889999,114.860001,115.309998,106.751709,58363400
2015-09-15,115.930000,116.529999,114.419998,116.279999,107.649734,43341200
2015-09-16,116.250000,116.540001,115.440002,116.410004,107.770096,37173500
2015-09-17,115.660004,116.489998,113.720001,113.919998,105.464905,64112600
2015-09-18,112.209999,114.300003,111.870003,113.449997,105.029770,74285300
2015-09-21,113.669998,115.370003,113.660004,115.209999,106.659157,50222000
2015-09-22,113.379997,114.180000,112.519997,113.400002,104.983490,50346200
2015-09-23,113.629997,114.720001,113.300003,114.320000,105.835205,35756700
2015-09-24,113.250000,115.500000,112.370003,115.000000,106.464729,50219500
2015-09-25,116.440002,116.690002,114.019997,114.709999,106.196243,56151900
2015-09-28,113.849998,114.570000,112.440002,112.440002,104.094742,52109000
2015-09-29,112.830002,113.510002,107.860001,109.059998,100.965599,73365400
2015-09-30,110.169998,111.540001,108.730003,110.300003,102.113564,66473000
2015-10-01,109.070000,109.620003,107.309998,109.580002,101.447006,63929100
2015-10-02,108.010002,111.010002,107.550003,110.379997,102.187614,58019800
2015-10-05,109.879997,111.370003,109.070000,110.779999,102.557945,52064700
2015-10-06,110.629997,111.739998,109.769997,111.309998,103.048599,48196800
2015-10-07,111.739998,111.769997,109.410004,110.779999,102.557945,46765600
2015-10-08,110.190002,110.190002,108.209999,109.500000,101.372940,61979600
2015-10-09,110.000000,112.279999,109.489998,112.120003,103.798492,52766100
2015-10-12,112.730003,112.750000,111.440002,111.599998,103.317093,30467200
2015-10-13,110.820000,112.449997,110.680000,111.790001,103.492973,33049300
2015-10-14,111.290001,111.519997,109.559998,110.209999,102.030258,44462400
2015-10-15,110.930000,112.099998,110.489998,111.860001,103.557793,37673500
2015-10-16,111.779999,112.000000,110.529999,111.040001,102.798645,39232600
2015-10-19,110.800003,111.750000,110.110001,111.730003,103.437447,29759200
2015-10-20,111.339996,114.169998,110.820000,113.769997,105.326027,48967800
2015-10-21,114.000000,115.580002,113.699997,113.760002,105.316780,41795200
2015-10-22,114.330002,115.500000,114.099998,115.500000,106.927628,41654100
2015-10-23,116.699997,119.230003,116.330002,119.080002,110.241913,59366900
2015-10-26,118.080002,118.129997,114.919998,115.279999,106.723946,66333800
2015-10-27,115.400002,116.540001,113.989998,114.550003,106.048149,69884400
2015-10-28,116.930000,119.300003,116.059998,119.269997,110.417809,85551400
2015-10-29,118.699997,120.690002,118.269997,120.529999,111.584305,51227300
2015-10-30,120.989998,121.220001,119.449997,119.500000,110.630745,49365300
2015-11-02,120.800003,121.360001,119.610001,121.180000,112.186066,32203300
2015-11-03,120.790001,123.489998,120.699997,122.570000,113.472885,45519000
2015-11-04,123.129997,123.820000,121.620003,122.000000,112.945198,44886100
2015-11-05,121.849998,122.690002,120.180000,120.919998,112.424530,39552700
2015-11-06,121.110001,121.809998,120.620003,121.059998,112.554688,33042300
2015-11-09,120.959999,121.809998,120.050003,120.570000,112.099144,33871400
2015-11-10,116.900002,118.070000,116.059998,116.769997,108.566086,59127900
2015-11-11,116.370003,117.419998,115.209999,116.110001,107.952477,45218000
2015-11-12,116.260002,116.820000,115.650002,115.720001,107.589859,32525600
2015-11-13,115.199997,115.570000,112.269997,112.339996,104.447342,45812400
2015-11-16,111.379997,114.239998,111.000000,114.180000,106.158073,38106700
2015-11-17,114.919998,115.050003,113.320000,113.690002,105.702499,27616900
2015-11-18,115.760002,117.489998,115.500000,117.290001,109.049568,46674700
2015-11-19,117.639999,119.750000,116.760002,118.779999,110.434891,43295800
2015-11-20,119.199997,119.919998,118.849998,119.300003,110.918350,34287100
2015-11-23,119.269997,119.730003,117.339996,117.750000,109.477264,32482500
2015-11-24,117.330002,119.349998,117.120003,118.879997,110.527870,42803200
2015-11-25,119.209999,119.230003,117.919998,118.029999,109.737572,21388300
2015-11-27,118.290001,118.410004,117.599998,117.809998,109.533035,13046400
2015-11-30,117.989998,119.410004,117.750000,118.300003,109.988617,39180300
2015-12-01,118.750000,118.809998,116.860001,117.339996,109.096039,34852400
2015-12-02,117.339996,118.110001,116.080002,116.279999,108.110535,33386600
2015-12-03,116.550003,116.790001,114.220001,115.199997,107.106407,41569500
2015-12-04,115.290001,119.250000,115.110001,119.029999,110.667328,57777000
2015-12-07,118.980003,119.860001,117.809998,118.279999,109.970024,32084200
2015-12-08,117.519997,118.599998,116.860001,118.230003,109.923523,34309500
2015-12-09,117.639999,117.690002,115.080002,115.620003,107.496902,46361400
2015-12-10,116.040001,116.940002,115.510002,116.169998,108.008263,29212700
2015-12-11,115.190002,115.389999,112.849998,113.180000,105.228317,46886200
2015-12-14,112.180000,112.680000,109.790001,112.480003,104.577499,64318700
2015-12-15,111.940002,112.800003,110.349998,110.489998,102.727333,53323100
2015-12-16,111.070000,111.989998,108.800003,111.339996,103.517616,56238500
2015-12-17,112.019997,112.250000,108.980003,108.980003,101.323410,44772800
2015-12-18,108.910004,109.519997,105.809998,106.029999,98.580650,96453300
2015-12-21,107.279999,107.370003,105.570000,107.330002,99.789322,47590600
2015-12-22,107.400002,107.720001,106.449997,107.230003,99.696365,32789400
2015-12-23,107.269997,108.849998,107.199997,108.610001,100.979393,32657400
2015-12-24,109.000000,109.000000,107.949997,108.029999,100.440140,13570400
2015-12-28,107.589996,107.690002,106.180000,106.820000,99.315170,26704200
2015-12-29,106.959999,109.430000,106.860001,108.739998,101.100266,30931200
2015-12-30,108.580002,108.699997,107.180000,107.320000,99.780022,25213800
2015-12-31,107.010002,107.029999,104.820000,105.260002,97.864746,40912300
2016-01-04,102.610001,105.370003,102.000000,105.349998,97.948441,67649400
2016-01-05,105.750000,105.849998,102.410004,102.709999,95.493919,55791000
2016-01-06,100.559998,102.370003,99.870003,100.699997,93.625145,68457400
2016-01-07,98.680000,100.129997,96.430000,96.449997,89.673714,81094400
2016-01-08,98.550003,99.110001,96.760002,96.959999,90.147873,70798000
2016-01-11,98.970001,99.059998,97.339996,98.529999,91.607574,49739400
2016-01-12,100.550003,100.690002,98.839996,99.959999,92.937134,49154200
2016-01-13,100.320000,101.190002,97.300003,97.389999,90.547684,62439600
2016-01-14,97.959999,100.480003,95.739998,99.519997,92.528015,63170100
2016-01-15,96.199997,97.709999,95.360001,97.129997,90.305962,79833900
2016-01-19,98.410004,98.650002,95.500000,96.660004,89.868973,53087700
2016-01-20,95.099998,98.190002,93.419998,96.790001,89.989838,72334400
2016-01-21,97.059998,97.879997,94.940002,96.300003,89.534256,52161500
2016-01-22,98.629997,101.459999,98.370003,101.419998,94.294540,65800500
2016-01-25,101.519997,101.529999,99.209999,99.440002,92.453667,51794500
2016-01-26,99.930000,100.879997,98.070000,99.989998,92.965019,75077000
2016-01-27,96.040001,96.629997,93.339996,93.419998,86.856606,133369700
2016-01-28,93.790001,94.519997,92.389999,94.089996,87.479507,55678800
2016-01-29,94.790001,97.339996,94.349998,97.339996,90.501190,64416500
2016-02-01,96.470001,96.709999,95.400002,96.430000,89.655136,40943500
2016-02-02,95.419998,96.040001,94.279999,94.480003,87.842140,37357200
2016-02-03,95.000000,96.839996,94.080002,96.349998,89.580750,45964300
2016-02-04,95.860001,97.330002,95.190002,96.599998,90.300537,46471700
2016-02-05,96.519997,96.919998,93.690002,94.019997,87.888779,46418100
2016-02-08,93.129997,95.699997,93.040001,95.010002,88.814240,54021400
